,nombre,sim_config,avg,prod,expected_volume,nominal_diff,relative_diff,tipo_agricultor,tipo_feriante,tipo_consumidor,abs_error,abs_percentage_error
37,Tomate,sim_config_10.json,0.0,Tomate,4598640.0,-4598640.0,-1.0,ganancia,seasonal-proportional,single,4598640.0,1.0
38,Zanahoria,sim_config_10.json,0.0,Zanahoria,3576960.0,-3576960.0,-1.0,ganancia,seasonal-proportional,single,3576960.0,1.0
39,Zapallo italiano,sim_config_10.json,1480761.0,Zapallo italiano,2927400.0,-1446639.0,-0.49417196146751385,ganancia,seasonal-proportional,single,1446639.0,0.49417196146751385
40,Ajo,sim_config_11.json,0.0,Ajo,2220500.0,-2220500.0,-1.0,ganancia,seasonal-proportional,family,2220500.0,1.0
41,Alcachofa,sim_config_11.json,0.0,Alcachofa,196915.38461538462,-196915.38461538462,-1.0,ganancia,seasonal-proportional,family,196915.38461538462,1.0
42,Apio,sim_config_11.json,2065670.9999999998,Apio,450000.0,1615670.9999999998,3.5903799999999997,ganancia,seasonal-proportional,family,1615670.9999999998,3.5903799999999997
43,Arveja Verde,sim_config_11.json,0.0,Arveja Verde,116750.0,-116750.0,-1.0,ganancia,seasonal-proportional,family,116750.0,1.0
44,Brócoli,sim_config_11.json,0.0,Brócoli,4899440.0,-4899440.0,-1.0,ganancia,seasonal-proportional,family,4899440.0,1.0
45,Choclo,sim_config_11.json,0.0,Choclo,17291000.0,-17291000.0,-1.0,ganancia,seasonal-proportional,family,17291000.0,1.0
46,Coliflor,sim_config_11.json,0.0,Coliflor,4880610.0,-4880610.0,-1.0,ganancia,seasonal-proportional,family,4880610.0,1.0
47,Espinaca,sim_config_11.json,0.0,Espinaca,1166600.0,-1166600.0,-1.0,ganancia,seasonal-proportional,family,1166600.0,1.0
48,Frutilla,sim_config_11.json,19499401.25,Frutilla,1703043.0,17796358.25,10.449740993034233,ganancia,seasonal-proportional,family,17796358.25,10.449740993034233
49,Haba,sim_config_11.json,0.0,Haba,1008923.0769230769,-1008923.0769230769,-1.0,ganancia,seasonal-proportional,family,1008923.0769230769,1.0
50,Lechuga,sim_config_11.json,0.0,Lechuga,1009980.0,-1009980.0,-1.0,ganancia,seasonal-proportional,family,1009980.0,1.0
51,Melón,sim_config_11.json,0.0,Melón,118738.46153846153,-118738.46153846153,-1.0,ganancia,seasonal-proportional,family,118738.46153846153,1.0
52,Pepino ensalada,sim_config_11.json,0.0,Pepino ensalada,698600.0,-698600.0,-1.0,ganancia,seasonal-proportional,family,698600.0,1.0
53,Poroto granado,sim_config_11.json,0.0,Poroto granado,795361.5384615385,-795361.5384615385,-1.0,ganancia,seasonal-proportional,family,795361.5384615385,1.0
54,Poroto verde,sim_config_11.json,0.0,Poroto verde,145250.0,-145250.0,-1.0,ganancia,seasonal-proportional,family,145250.0,1.0
55,Repollo,sim_config_11.json,0.0,Repollo,10900.0,-10900.0,-1.0,ganancia,seasonal-proportional,family,10900.0,1.0
56,Sandia,sim_config_11.json,0.0,Sandia,85578.46153846153,-85578.46153846153,-1.0,ganancia,seasonal-proportional,family,85578.46153846153,1.0
57,Tomate,sim_config_11.json,0.0,Tomate,4598640.0,-4598640.0,-1.0,ganancia,seasonal-proportional,family,4598640.0,1.0
58,Zanahoria,sim_config_11.json,0.0,Zanahoria,3576960.0,-3576960.0,-1.0,ganancia,seasonal-proportional,family,3576960.0,1.0
59,Zapallo italiano,sim_config_11.json,1480344.0,Zapallo italiano,2927400.0,-1447056.0,-0.4943144086903054,ganancia,seasonal-proportional,family,1447056.0,0.4943144086903054
60,Ajo,sim_config_12.json,0.0,Ajo,2220500.0,-2220500.0,-1.0,ganancia,seasonal-proportional,family_budget,2220500.0,1.0
61,Alcachofa,sim_config_12.json,0.0,Alcachofa,196915.38461538462,-196915.38461538462,-1.0,ganancia,seasonal-proportional,family_budget,196915.38461538462,1.0
62,Apio,sim_config_12.json,2067357.6000000003,Apio,450000.0,1617357.6000000003,3.594128000000001,ganancia,seasonal-proportional,family_budget,1617357.6000000003,3.594128000000001
63,Arveja Verde,sim_config_12.json,0.0,Arveja Verde,116750.0,-116750.0,-1.0,ganancia,seasonal-proportional,family_budget,116750.0,1.0
64,Brócoli,sim_config_12.json,0.0,Brócoli,4899440.0,-4899440.0,-1.0,ganancia,seasonal-proportional,family_budget,4899440.0,1.0
65,Choclo,sim_config_12.json,0.0,Choclo,17291000.0,-17291000.0,-1.0,ganancia,seasonal-proportional,family_budget,17291000.0,1.0
66,Coliflor,sim_config_12.json,0.0,Coliflor,4880610.0,-4880610.0,-1.0,ganancia,seasonal-proportional,family_budget,4880610.0,1.0
67,Espinaca,sim_config_12.json,0.0,Espinaca,1166600.0,-1166600.0,-1.0,ganancia,seasonal-proportional,family_budget,1166600.0,1.0
68,Frutilla,sim_config_12.json,19512832.5,Frutilla,1703043.0,17809789.5,10.457627611281689,ganancia,seasonal-proportional,family_budget,17809789.5,10.457627611281689
69,Haba,sim_config_12.json,0.0,Haba,1008923.0769230769,-1008923.0769230769,-1.0,ganancia,seasonal-proportional,family_budget,1008923.0769230769,1.0
70,Lechuga,sim_config_12.json,0.0,Lechuga,1009980.0,-1009980.0,-1.0,ganancia,seasonal-proportional,family_budget,1009980.0,1.0
71,Melón,sim_config_12.json,0.0,Melón,118738.46153846153,-118738.46153846153,-1.0,ganancia,seasonal-proportional,family_budget,118738.46153846153,1.0
72,Pepino ensalada,sim_config_12.json,0.0,Pepino ensalada,698600.0,-698600.0,-1.0,ganancia,seasonal-proportional,family_budget,698600.0,1.0
73,Poroto granado,sim_config_12.json,0.0,Poroto granado,795361.5384615385,-795361.5384615385,-1.0,ganancia,seasonal-proportional,family_budget,795361.5384615385,1.0
74,Poroto verde,sim_config_12.json,0.0,Poroto verde,145250.0,-145250.0,-1.0,ganancia,seasonal-proportional,family_budget,145250.0,1.0
75,Repollo,sim_config_12.json,0.0,Repollo,10900.0,-10900.0,-1.0,ganancia,seasonal-proportional,family_budget,10900.0,1.0
76,Sandia,sim_config_12.json,0.0,Sandia,85578.46153846153,-85578.46153846153,-1.0,ganancia,seasonal-proportional,family_budget,85578.46153846153,1.0
77,Tomate,sim_config_12.json,0.0,Tomate,4598640.0,-4598640.0,-1.0,ganancia,seasonal-proportional,family_budget,4598640.0,1.0
78,Zanahoria,sim_config_12.json,0.0,Zanahoria,3576960.0,-3576960.0,-1.0,ganancia,seasonal-proportional,family_budget,3576960.0,1.0
79,Zapallo italiano,sim_config_12.json,1480488.0,Zapallo italiano,2927400.0,-1446912.0,-0.4942652182824349,ganancia,seasonal-proportional,family_budget,1446912.0,0.4942652182824349
80,Ajo,sim_config_13.json,3792265.5,Ajo,2220500.0,1571765.5,0.7078430533663589,risk,static,single,1571765.5,0.7078430533663589
81,Alcachofa,sim_config_13.json,299467.5,Alcachofa,196915.38461538462,102552.11538461538,0.5207928044064221,risk,static,single,102552.11538461538,0.5207928044064221
82,Apio,sim_config_13.json,1578889.2,Apio,450000.0,1128889.2,2.5086426666666664,risk,static,single,1128889.2,2.5086426666666664
83,Arveja Verde,sim_config_13.json,439590.5,Arveja Verde,116750.0,322840.5,2.7652291220556746,risk,static,single,322840.5,2.7652291220556746
84,Brócoli,sim_config_13.json,9798922.5,Brócoli,4899440.0,4899482.5,1.0000086744607548,risk,static,single,4899482.5,1.0000086744607548
85,Choclo,sim_config_13.json,737279.1666666666,Choclo,17291000.0,-16553720.833333334,-0.9573605247431226,risk,static,single,16553720.833333334,0.9573605247431226
86,Coliflor,sim_config_13.json,1656776.6666666667,Coliflor,4880610.0,-3223833.333333333,-0.6605390173222883,risk,static,single,3223833.333333333,0.6605390173222883
87,Espinaca,sim_config_13.json,1934738.9749999999,Espinaca,1166600.0,768138.9749999999,0.6584424609977712,risk,static,single,768138.9749999999,0.6584424609977712
88,Frutilla,sim_config_13.json,14523110.0,Frutilla,1703043.0,12820067.0,7.52774122555919,risk,static,single,12820067.0,7.52774122555919
89,Haba,sim_config_13.json,645209.1666666666,Haba,1008923.0769230769,-363713.91025641025,-0.36049716631086715,risk,static,single,363713.91025641025,0.36049716631086715
90,Lechuga,sim_config_13.json,2110039.2,Lechuga,1009980.0,1100059.2000000002,1.089189092853324,risk,static,single,1100059.2000000002,1.089189092853324
91,Melón,sim_config_13.json,661108.3333333334,Melón,118738.46153846153,542369.8717948719,4.567769067979616,risk,static,single,542369.8717948719,4.567769067979616
92,Pepino ensalada,sim_config_13.json,845209.0,Pepino ensalada,698600.0,146609.0,0.20986115087317492,risk,static,single,146609.0,0.20986115087317492
93,Poroto granado,sim_config_13.json,743211.7000000001,Poroto granado,795361.5384615385,-52149.83846153843,-0.06556746327262876,risk,static,single,52149.83846153843,0.06556746327262876
94,Poroto verde,sim_config_13.json,719245.6333333333,Poroto verde,145250.0,573995.6333333333,3.951777165806081,risk,static,single,573995.6333333333,3.951777165806081
95,Repollo,sim_config_13.json,257780.0,Repollo,10900.0,246880.0,22.64954128440367,risk,static,single,246880.0,22.64954128440367
96,Sandia,sim_config_13.json,2018039.5833333333,Sandia,85578.46153846153,1932461.1217948718,22.58116221131605,risk,static,single,1932461.1217948718,22.58116221131605
97,Tomate,sim_config_13.json,17024235.0,Tomate,4598640.0,12425595.0,2.7020151610041228,risk,static,single,12425595.0,2.7020151610041228
98,Zanahoria,sim_config_13.json,3536341.6999999997,Zanahoria,3576960.0,-40618.30000000028,-0.011355536544999184,risk,static,single,40618.30000000028,0.011355536544999184
99,Zapallo italiano,sim_config_13.json,2768862.0,Zapallo italiano,2927400.0,-158538.0,-0.05415658946505431,risk,static,single,158538.0,0.05415658946505431
100,Ajo,sim_config_14.json,3920077.5,Ajo,2220500.0,1699577.5,0.7654030623733393,risk,static,family,1699577.5,0.7654030623733393
101,Alcachofa,sim_config_14.json,326465.0,Alcachofa,196915.38461538462,129549.61538461538,0.6578948396421734,risk,static,family,129549.61538461538,0.6578948396421734
102,Apio,sim_config_14.json,1581216.6000000003,Apio,450000.0,1131216.6000000003,2.513814666666667,risk,static,family,1131216.6000000003,2.513814666666667
103,Arveja Verde,sim_config_14.json,440784.625,Arveja Verde,116750.0,324034.625,2.7754571734475375,risk,static,family,324034.625,2.7754571734475375
104,Brócoli,sim_config_14.json,10037407.5,Brócoli,4899440.0,5137967.5,1.0486846455921492,risk,static,family,5137967.5,1.0486846455921492
105,Choclo,sim_config_14.json,797425.0,Choclo,17291000.0,-16493575.0,-0.9538820773812966,risk,static,family,16493575.0,0.9538820773812966
106,Coliflor,sim_config_14.json,2007769.1666666667,Coliflor,4880610.0,-2872840.833333333,-0.5886233141622323,risk,static,family,2872840.833333333,0.5886233141622323
107,Espinaca,sim_config_14.json,1996880.3500000003,Espinaca,1166600.0,830280.3500000003,0.7117095405451743,risk,static,family,830280.3500000003,0.7117095405451743
108,Frutilla,sim_config_14.json,14253041.25,Frutilla,1703043.0,12549998.25,7.369161113371771,risk,static,family,12549998.25,7.369161113371771
109,Haba,sim_config_14.json,653568.5,Haba,1008923.0769230769,-355354.5769230769,-0.35221176425739553,risk,static,family,355354.5769230769,0.35221176425739553
110,Lechuga,sim_config_14.json,2092002.0,Lechuga,1009980.0,1082022.0,1.0713301253490168,risk,static,family,1082022.0,1.0713301253490168
111,Melón,sim_config_14.json,708466.6666666666,Melón,118738.46153846153,589728.2051282051,4.966614839768507,risk,static,family,589728.2051282051,4.966614839768507
112,Pepino ensalada,sim_config_14.json,1004225.0,Pepino ensalada,698600.0,305625.0,0.43748210707128543,risk,static,family,305625.0,0.43748210707128543
113,Poroto granado,sim_config_14.json,741617.25,Poroto granado,795361.5384615385,-53744.2884615385,-0.06757214909523492,risk,static,family,53744.2884615385,0.06757214909523492
114,Poroto verde,sim_config_14.json,763895.0,Poroto verde,145250.0,618645.0,4.259173838209983,risk,static,family,618645.0,4.259173838209983
115,Repollo,sim_config_14.json,258280.0,Repollo,10900.0,247380.0,22.695412844036696,risk,static,family,247380.0,22.695412844036696
116,Sandia,sim_config_14.json,2014694.5833333333,Sandia,85578.46153846153,1929116.1217948718,22.542075273553134,risk,static,family,1929116.1217948718,22.542075273553134
117,Tomate,sim_config_14.json,16214310.0,Tomate,4598640.0,11615670.0,2.5258924377642087,risk,static,family,11615670.0,2.5258924377642087
118,Zanahoria,sim_config_14.json,3714358.0499999993,Zanahoria,3576960.0,137398.04999999935,0.038411961553945065,risk,static,family,137398.04999999935,0.038411961553945065
119,Zapallo italiano,sim_config_14.json,2622849.0,Zapallo italiano,2927400.0,-304551.0,-0.10403463824554211,risk,static,family,304551.0,0.10403463824554211
120,Ajo,sim_config_15.json,3809853.0,Ajo,2220500.0,1589353.0,0.7157635667642422,risk,static,family_budget,1589353.0,0.7157635667642422
121,Alcachofa,sim_config_15.json,260380.0,Alcachofa,196915.38461538462,63464.615384615376,0.3222938396031094,risk,static,family_budget,63464.615384615376,0.3222938396031094
122,Apio,sim_config_15.json,1589196.0,Apio,450000.0,1139196.0,2.531546666666667,risk,static,family_budget,1139196.0,2.531546666666667
123,Arveja Verde,sim_config_15.json,440022.375,Arveja Verde,116750.0,323272.375,2.7689282655246252,risk,static,family_budget,323272.375,2.7689282655246252
124,Brócoli,sim_config_15.json,9870530.0,Brócoli,4899440.0,4971090.0,1.014624120307627,risk,static,family_budget,4971090.0,1.014624120307627
125,Choclo,sim_config_15.json,641329.1666666666,Choclo,17291000.0,-16649670.833333334,-0.9629096543481195,risk,static,family_budget,16649670.833333334,0.9629096543481195
126,Coliflor,sim_config_15.json,1830707.5,Coliflor,4880610.0,-3049902.5,-0.6249019077533341,risk,static,family_budget,3049902.5,0.6249019077533341
127,Espinaca,sim_config_15.json,1942445.075,Espinaca,1166600.0,775845.075,0.6650480670324018,risk,static,family_budget,775845.075,0.6650480670324018
128,Frutilla,sim_config_15.json,14907742.5,Frutilla,1703043.0,13204699.5,7.753591365573271,risk,static,family_budget,13204699.5,7.753591365573271
129,Haba,sim_config_15.json,647762.0,Haba,1008923.0769230769,-361161.0769230769,-0.35796691064348884,risk,static,family_budget,361161.0769230769,0.35796691064348884
130,Lechuga,sim_config_15.json,2098353.6,Lechuga,1009980.0,1088373.6,1.0776189627517379,risk,static,family_budget,1088373.6,1.0776189627517379
131,Melón,sim_config_15.json,817325.0,Melón,118738.46153846153,698586.5384615385,5.883405675045349,risk,static,family_budget,698586.5384615385,5.883405675045349
132,Pepino ensalada,sim_config_15.json,981919.0,Pepino ensalada,698600.0,283319.0,0.40555253363870597,risk,static,family_budget,283319.0,0.40555253363870597
133,Poroto granado,sim_config_15.json,747703.0,Poroto granado,795361.5384615385,-47658.5384615385,-0.059920597309399734,risk,static,family_budget,47658.5384615385,0.059920597309399734
134,Poroto verde,sim_config_15.json,766754.2666666666,Poroto verde,145250.0,621504.2666666666,4.278858978772232,risk,static,family_budget,621504.2666666666,4.278858978772232
135,Repollo,sim_config_15.json,257062.5,Repollo,10900.0,246162.5,22.583715596330276,risk,static,family_budget,246162.5,22.583715596330276
136,Sandia,sim_config_15.json,2015650.8333333333,Sandia,85578.46153846153,1930072.3717948718,22.55324922997639,risk,static,family_budget,1930072.3717948718,22.55324922997639
137,Tomate,sim_config_15.json,17596740.0,Tomate,4598640.0,12998100.0,2.826509576744429,risk,static,family_budget,12998100.0,2.826509576744429
138,Zanahoria,sim_config_15.json,3549584.6999999997,Zanahoria,3576960.0,-27375.30000000028,-0.00765323067632858,risk,static,family_budget,27375.30000000028,0.00765323067632858
139,Zapallo italiano,sim_config_15.json,2707315.5,Zapallo italiano,2927400.0,-220084.5,-0.07518087722894036,risk,static,family_budget,220084.5,0.07518087722894036
140,Ajo,sim_config_16.json,4153570.5,Ajo,2220500.0,1933070.5,0.8705564062148164,risk,seasonal,single,1933070.5,0.8705564062148164
141,Alcachofa,sim_config_16.json,366195.0,Alcachofa,196915.38461538462,169279.61538461538,0.8596566272120004,risk,seasonal,single,169279.61538461538,0.8596566272120004
142,Apio,sim_config_16.json,1759394.9999999998,Apio,450000.0,1309394.9999999998,2.909766666666666,risk,seasonal,single,1309394.9999999998,2.909766666666666
143,Arveja Verde,sim_config_16.json,487845.625,Arveja Verde,116750.0,371095.625,3.178549250535332,risk,seasonal,single,371095.625,3.178549250535332
144,Brócoli,sim_config_16.json,10759275.0,Brócoli,4899440.0,5859835.0,1.196021382035498,risk,seasonal,single,5859835.0,1.196021382035498
145,Choclo,sim_config_16.json,717766.6666666666,Choclo,17291000.0,-16573233.333333334,-0.9584890019856187,risk,seasonal,single,16573233.333333334,0.9584890019856187
146,Coliflor,sim_config_16.json,1731221.6666666667,Coliflor,4880610.0,-3149388.333333333,-0.6452858010235059,risk,seasonal,single,3149388.333333333,0.6452858010235059
147,Espinaca,sim_config_16.json,2094247.425,Espinaca,1166600.0,927647.425,0.7951718026744385,risk,seasonal,single,927647.425,0.7951718026744385
148,Frutilla,sim_config_16.json,13726711.25,Frutilla,1703043.0,12023668.25,7.060108435312555,risk,seasonal,single,12023668.25,7.060108435312555
149,Haba,sim_config_16.json,555858.5,Haba,1008923.0769230769,-453064.5769230769,-0.4490576014028667,risk,seasonal,single,453064.5769230769,0.4490576014028667
150,Lechuga,sim_config_16.json,2323342.8,Lechuga,1009980.0,1313362.7999999998,1.3003849581179823,risk,seasonal,single,1313362.7999999998,1.3003849581179823
151,Melón,sim_config_16.json,851658.3333333334,Melón,118738.46153846153,732919.8717948719,6.172556577697159,risk,seasonal,single,732919.8717948719,6.172556577697159
152,Pepino ensalada,sim_config_16.json,855136.0,Pepino ensalada,698600.0,156536.0,0.22407099914113943,risk,seasonal,single,156536.0,0.22407099914113943
153,Poroto granado,sim_config_16.json,833892.4,Poroto granado,795361.5384615385,38530.861538461526,0.048444461638151956,risk,seasonal,single,38530.861538461526,0.048444461638151956
154,Poroto verde,sim_config_16.json,928813.6000000001,Poroto verde,145250.0,783563.6000000001,5.394585886402755,risk,seasonal,single,783563.6000000001,5.394585886402755
155,Repollo,sim_config_16.json,285515.75,Repollo,10900.0,274615.75,25.194105504587156,risk,seasonal,single,274615.75,25.194105504587156
156,Sandia,sim_config_16.json,815815.8333333334,Sandia,85578.46153846153,730237.3717948719,8.532957459940796,risk,seasonal,single,730237.3717948719,8.532957459940796
157,Tomate,sim_config_16.json,15890280.0,Tomate,4598640.0,11291640.0,2.455430301132509,risk,seasonal,single,11291640.0,2.455430301132509
158,Zanahoria,sim_config_16.json,3957155.4500000007,Zanahoria,3576960.0,380195.45000000065,0.10629010388709985,risk,seasonal,single,380195.45000000065,0.10629010388709985
159,Zapallo italiano,sim_config_16.json,2599939.5,Zapallo italiano,2927400.0,-327460.5,-0.11186052469768396,risk,seasonal,single,327460.5,0.11186052469768396
160,Ajo,sim_config_17.json,4128939.0,Ajo,2220500.0,1908439.0,0.8594636343165953,risk,seasonal,family,1908439.0,0.8594636343165953
161,Alcachofa,sim_config_17.json,249705.0,Alcachofa,196915.38461538462,52789.615384615376,0.26808273760693774,risk,seasonal,family,52789.615384615376,0.26808273760693774
162,Apio,sim_config_17.json,1754351.4000000001,Apio,450000.0,1304351.4000000001,2.898558666666667,risk,seasonal,family,1304351.4000000001,2.898558666666667
163,Arveja Verde,sim_config_17.json,487685.875,Arveja Verde,116750.0,370935.875,3.177180942184154,risk,seasonal,family,370935.875,3.177180942184154
164,Brócoli,sim_config_17.json,10744185.0,Brócoli,4899440.0,5844745.0,1.1929414382051826,risk,seasonal,family,5844745.0,1.1929414382051826
165,Choclo,sim_config_17.json,641462.5,Choclo,17291000.0,-16649537.5,-0.9629019432074489,risk,seasonal,family,16649537.5,0.9629019432074489
166,Coliflor,sim_config_17.json,1604028.3333333333,Coliflor,4880610.0,-3276581.666666667,-0.6713467510550253,risk,seasonal,family,3276581.666666667,0.6713467510550253
167,Espinaca,sim_config_17.json,2141916.275,Espinaca,1166600.0,975316.2749999999,0.8360331518943939,risk,seasonal,family,975316.2749999999,0.8360331518943939
168,Frutilla,sim_config_17.json,15196352.5,Frutilla,1703043.0,13493309.5,7.923058607445614,risk,seasonal,family,13493309.5,7.923058607445614
169,Haba,sim_config_17.json,563497.1666666666,Haba,1008923.0769230769,-445425.91025641025,-0.44148649232489584,risk,seasonal,family,445425.91025641025,0.44148649232489584
170,Lechuga,sim_config_17.json,2331432.3999999994,Lechuga,1009980.0,1321452.3999999994,1.308394621675676,risk,seasonal,family,1321452.3999999994,1.308394621675676
171,Melón,sim_config_17.json,692483.3333333334,Melón,118738.46153846153,573744.8717948719,4.832005269067981,risk,seasonal,family,573744.8717948719,4.832005269067981
172,Pepino ensalada,sim_config_17.json,1054712.0,Pepino ensalada,698600.0,356112.0,0.5097509304322931,risk,seasonal,family,356112.0,0.5097509304322931
173,Poroto granado,sim_config_17.json,827721.9500000001,Poroto granado,795361.5384615385,32360.411538461572,0.04068641740089175,risk,seasonal,family,32360.411538461572,0.04068641740089175
174,Poroto verde,sim_config_17.json,800641.2333333334,Poroto verde,145250.0,655391.2333333334,4.512159954102123,risk,seasonal,family,655391.2333333334,4.512159954102123
175,Repollo,sim_config_17.json,285681.3,Repollo,10900.0,274781.3,25.20929357798165,risk,seasonal,family,274781.3,25.20929357798165
176,Sandia,sim_config_17.json,815419.5833333334,Sandia,85578.46153846153,729841.1217948719,8.528327206102663,risk,seasonal,family,729841.1217948719,8.528327206102663
177,Tomate,sim_config_17.json,17873400.0,Tomate,4598640.0,13274760.0,2.8866708418141016,risk,seasonal,family,13274760.0,2.8866708418141016
