objective_function,neighbour_function,operator,norm_score_mean,norm_score_std,iter_90pct_mean,iter_90pct_std,execution_time_mean,execution_time_std,mean_cv_mean,mean_cv_std,size_imbalance_mean,size_imbalance_std,composite_score
naive,next_best,move,0.6666666666666666,0.5773502691896258,534.6666666666666,712.0156833478693,8.533350229263306,1.2301876142685282,0.48778558415210976,0.08341737065936912,0.16666666666666666,0.05773502691896258,0.5682583568782871
naive,next_best,shake,4.59898210847961e-16,3.982835337493464e-16,520.0,126.63332894621384,12.099290132522583,0.39136188193821725,0.6274393232249471,0.08795518714034146,0.2833333333333333,0.05773502691896256,0.20695059066685267
penalized,next_best,move,0.6666666666666666,0.5773502691896258,2612.6666666666665,1833.8239646523693,13.522554874420166,1.2428081724669469,0.6316572456510454,0.03608613162673854,0.3,0.04999999999999999,0.36726036671391027
penalized,next_best,shake,0.5,0.4330127018922193,1495.0,671.746231846521,12.168583075205484,3.2041081452109994,0.6330953752766924,0.1586510928028753,0.25,0.13228756555322954,0.36592323651452285
weighted,next_best,move,1.0,0.0,26.666666666666668,15.631165450257807,9.98403231302897,0.10916263177884485,0.0,0.0,0.0,0.0,0.9987232684328121
weighted,next_best,shake,0.008128884594991915,0.0071277306366241975,4177.333333333333,816.7063935915606,5.627130031585693,0.27637054372193387,0.45183081431643685,0.059833311106654005,0.39999999999999997,0.05000000000000001,0.08914598682814509
